,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA,VR_VOTO
17076,LUCAS CAIRES REGO,LUCAS DE DOMINGAS,LIVRAMENTO DE NOSSA SENHORA,PSD,SUPLENTE,250,0.0,1920.0,0.0
17075,LUCAS MENDES DE SANTANA,LUCAS DAS QUEBRADAS,OLINDINA,PSD,SUPLENTE,379,0.0,1380.0,0.0
17073,GIVALDO PEREIRA DOS SANTOS,BINHA DA DONA MARIA,OLINDINA,PSD,SUPLENTE,160,0.0,780.0,0.0
17113,FRANCISCO NUNES DOS SANTOS FILHO,NENÉM DO CHICO NUNES,SENTO SÉ,PSDB,SUPLENTE,173,0.0,0.0,0.0
19737,JANILSON OLIVEIRA SAMPAIO,BJ DO JUNCO,JACOBINA,CIDADANIA,SUPLENTE,25,0.0,0.0,0.0
19706,EZEQUIAS BARBOSA DOS SANTOS,ZEQUINHA DA FARINHA,UNA,PODE,SUPLENTE,118,0.0,200.0,0.0
19721,FLAVIANO DE OLIVEIRA,FLAVIANO DE FELIX,SÃO DOMINGOS,PSD,SUPLENTE,26,0.0,600.0,0.0
19707,HELOISA REBOUÇAS DOS SANTOS,ISA DO PEIXE,UNA,PODE,SUPLENTE,6,0.0,200.0,0.0
17141,DIULENO PEREIRA MEIRA,DIULENO DA SAUDE,ITUAÇU,PSDB,NÃO ELEITO,368,0.0,965.0,0.0
19709,CLECIA BATISTA MAGALHÃES,CLECIA,UNA,PODE,SUPLENTE,11,0.0,200.0,0.0
17139,ROBERTA EVANGELISTA DOS SANTOS PALAFOZ,ROBERTA PALAFOZ,UBAITABA,MDB,SUPLENTE,19,0.0,1180.0,0.0
17138,ELENILCE SILVA SANTOS,LÉO,UBAITABA,MDB,SUPLENTE,10,0.0,1180.0,0.0
17137,JOSÉ CARLOS SILVA CORREIA,CARLOS DO MERCADO CORREIA,UBAITABA,MDB,SUPLENTE,31,0.0,1180.0,0.0
17133,CRISTIANE AMARAL ALMEIDA,PROFESSORA TIANE,UBAITABA,MDB,SUPLENTE,29,0.0,1180.0,0.0
17131,DALILA DE OLIVEIRA MORENO,DALILA MORENO,UBAITABA,MDB,SUPLENTE,62,0.0,1180.0,0.0
19716,WILLIANE VIANA DOS SANTOS,WILLIANE,SÃO DOMINGOS,PSD,SUPLENTE,10,0.0,600.0,0.0
19717,PEDRO TALISSON DE SANTANA SANTOS,PEDRO TALISSON,SÃO DOMINGOS,PSD,SUPLENTE,30,0.0,600.0,0.0
19718,AGNALDO CARNEIRO DE FREITAS,AGNALDO FREITAS,SÃO DOMINGOS,PSD,ELEITO POR QP,556,0.0,6600.0,0.0
19719,RODROALDO ARAUJO LOPES,RONY DE NADINHO,SÃO DOMINGOS,PSD,SUPLENTE,317,0.0,600.0,0.0
19720,ANDSON JUNIOR DE MATOS RODRIGUES,JUNIOR DE ILARIO DE ARISTEU,SÃO DOMINGOS,PSD,SUPLENTE,45,0.0,600.0,0.0
19722,GLAUDECI SIMOES NOGUEIRA,DEL DAS POPULARES,SÃO DOMINGOS,PSD,SUPLENTE,30,0.0,600.0,0.0
17117,VANUZA DA SILVA,VANUZA DA SILVA,SANTALUZ,DC,NÃO ELEITO,1,0.0,0.0,0.0
19723,JICLEDIO DA SILVA OLIVEIRA,JICLEDIO,SÃO DOMINGOS,PSD,ELEITO POR QP,487,0.0,4598.8,0.0
19724,ELENITA LIMA DA SILVA DE JESUS,LINDA DE EUFRÁSIO,SÃO DOMINGOS,PSD,SUPLENTE,19,0.0,600.0,0.0
17128,LALIANE ARAÚJO DE JESUS,PAZINHA,UBAITABA,MDB,SUPLENTE,63,0.0,1000.0,0.0
19726,JOSE VANDERLON DA SILVA TEIXEIRA,ROCHA,SÃO DOMINGOS,PSD,ELEITO POR QP,446,0.0,4200.0,0.0
19727,DAIANE CARNEIRO MENDES,DAIANE CARNEIRO,SÃO DOMINGOS,PSD,SUPLENTE,7,0.0,600.0,0.0
17123,MARIO FERREIRA DOS SANTOS,MARIO FERREIRA,SANTALUZ,DC,NÃO ELEITO,3,0.0,0.0,0.0
19729,NUBIA SAMARA DA SILVA TORRES SANTIAGO,NUBIA SAMARA,JACOBINA,CIDADANIA,SUPLENTE,21,0.0,0.0,0.0
17122,SALOMAO SANTOS SOARES VIANA,SALOMÃO SANTOS,SANTALUZ,DC,NÃO ELEITO,3,0.0,0.0,0.0
17121,HUGO RIBEIRO JUNIOR,HUGO RIBEIRO JUNIOR,SANTALUZ,DC,NÃO ELEITO,35,0.0,0.0,0.0
17120,GILSON DOS REIS,GILSON DOS REIS,SANTALUZ,DC,NÃO ELEITO,12,0.0,0.0,0.0
17119,RAIMUNDA MARIA DA SILVA FRANÇA BATISTA,RAIMUNDA MARIA,SANTALUZ,DC,NÃO ELEITO,6,0.0,0.0,0.0
19734,OSVALDO FRANCISCO DOS SANTOS,OSVALDO LOCUTOR,JACOBINA,CIDADANIA,SUPLENTE,56,0.0,0.0,0.0
19735,ÉRICA RIBEIRO NASCIMENTO,ÉRICA DOS SEQUILHOS,JACOBINA,CIDADANIA,SUPLENTE,24,0.0,0.0,0.0
19629,GRAZIELLE CARDOZO DA SILVA,GRAZI,SANTA CRUZ CABRÁLIA,PATRIOTA,NÃO ELEITO,1,0.0,0.0,0.0
19628,JOÃO RAIMUNDO BATISTA DE OLIVEIRA,COROA DO PASTEL,SANTA CRUZ CABRÁLIA,PATRIOTA,NÃO ELEITO,17,0.0,0.0,0.0
19627,DANIEL RODRIGUES DE SOUZA JUNIOR,DANIEL MOTORISTA,SANTA CRUZ CABRÁLIA,PATRIOTA,NÃO ELEITO,11,0.0,0.0,0.0
17418,SOLANGE ALVES DOS SANTOS,SOL PIPOCO,RIACHÃO DAS NEVES,MDB,SUPLENTE,24,0.0,94.85,0.0
17431,EDILMA GOMES DE FREITAS,EDILMA FREITAS,PONTO NOVO,PL,SUPLENTE,7,0.0,100.0,0.0
19513,LILIANE DE ALMEIDA COUTO,LILIANE ENFERMEIRA,CANAVIEIRAS,PDT,SUPLENTE,8,0.0,0.0,0.0
17429,JOSE DAVID SILVA,ZÉ DE BINHA,RIACHÃO DAS NEVES,MDB,SUPLENTE,138,0.0,94.85,0.0
19515,RITA DE CÁSSIA SANTANA DOS SANTOS,RITA SANTOS,CANAVIEIRAS,PDT,SUPLENTE,8,0.0,0.0,0.0
17428,JOSE AUGUSTO DOS REIS,ZÉ DO VELHO,RIACHÃO DAS NEVES,MDB,SUPLENTE,85,0.0,94.85,0.0
17427,LINDOMAR BORGES DE FIGUEIREDO,HINO DO GERAIS,RIACHÃO DAS NEVES,MDB,SUPLENTE,116,0.0,94.85,0.0
17426,ROZA FIGUEIREDO DE CASTRO,ROZA DE SERAFIM,RIACHÃO DAS NEVES,MDB,SUPLENTE,23,0.0,94.85,0.0
17422,AGOSTINHO CARDOSO DA CRUZ NETO,AGOSTINHO NETO,RIACHÃO DAS NEVES,MDB,SUPLENTE,113,0.0,94.85,0.0
17421,EDILSON SOUZA ALVES,PASTOR EDILSON,RIACHÃO DAS NEVES,MDB,SUPLENTE,41,0.0,94.85,0.0
17420,MARCIO REINAN DA SILVA DOS SANTOS,MARCIO REINAN,RIACHÃO DAS NEVES,MDB,SUPLENTE,260,0.0,94.85,0.0
19522,EDIVALDO BRITO FRUTUOSO,EDIVALDO CADEIRANTE,CANAVIEIRAS,PDT,SUPLENTE,11,0.0,492.94,0.0
17419,AURICELIA MONTEIRO DA SILVA,MARIA DO BEIJA,RIACHÃO DAS NEVES,MDB,SUPLENTE,28,0.0,94.85,0.0
19524,CAROLINA SEIXAS SIMÕES,CAROL SEIXAS,CANAVIEIRAS,PDT,SUPLENTE,38,0.0,492.94,0.0
17417,FRANCISCO BARBOZA DO NASCIMENTO,NASCIMENTO BARBOZA,RIACHÃO DAS NEVES,MDB,ELEITO POR QP,480,0.0,94.85,0.0
17433,IDERLANDIO CARNEIRO MAIA,IDERLANDIO,PONTO NOVO,PL,SUPLENTE,195,0.0,100.0,0.0
19529,ELIUDE DA SILVA OLIVEIRA,ELLEN OLIVEIRA,JACOBINA,PT,SUPLENTE,36,0.0,0.0,0.0
17415,PERGENTINO MAIA FILHO,PREJINHO,FILADÉLFIA,DEM,ELEITO POR MÉDIA,391,0.0,800.0,0.0
19532,ARENILTON GERALDO SANTOS,QUINHO GRAU,JACOBINA,PT,SUPLENTE,14,0.0,0.0,0.0
19533,CLOVIS FERREIRA DOS SANTOS,BRÁS,JACOBINA,PT,SUPLENTE,22,0.0,0.0,0.0
19534,MARIA INÊZ LAGES,MARIA INÊZ,JACOBINA,PT,SUPLENTE,36,0.0,0.0,0.0
19535,RAFAEL SOUZA DE JESUS,RAFAEL,JACOBINA,PT,SUPLENTE,195,0.0,0.0,0.0
19536,CARLOS AUGUSTO FREITAS DE ALENCAR,CACÁ DE TOTE,JACOBINA,PT,SUPLENTE,39,0.0,0.0,0.0
19537,ERICE SANTOS DE JESUS,ÍRIS SANTOS,JACOBINA,PT,SUPLENTE,14,0.0,0.0,0.0
17413,SIDIVANIA OLIVEIRA ANDRADE,BUBU,FILADÉLFIA,DEM,SUPLENTE,2,0.0,800.0,0.0
19539,DAMÁSIO BISPO DOS SANTOS,DAMÁSIO,JACOBINA,PT,SUPLENTE,115,0.0,0.0,0.0
19540,IJANI MARTINS DA CRUZ SILVA,BORÉ DO PT,JACOBINA,PT,SUPLENTE,22,0.0,0.0,0.0
17412,JOSELANDIA CARDOSO DA SILVA,PRETA DO TIDÃO,FILADÉLFIA,DEM,SUPLENTE,59,0.0,800.0,0.0
19542,GESSE LIMA DOS SANTOS,GESSE DA IGREJA,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,21,0.0,911.0,0.0
17432,ELENILDO DE LIMA,LÉ DO BODE,PONTO NOVO,PL,SUPLENTE,166,0.0,100.0,0.0
17435,LUCIENE BARBOSA PEREIRA,CIENE,PONTO NOVO,PL,SUPLENTE,38,0.0,100.0,0.0
17410,SUZANA MAIA DE FREITAS,SUZANA,FILADÉLFIA,DEM,SUPLENTE,9,0.0,800.0,0.0
17529,CRISTIANE NASCIMENTO COSTA,CRISTIANE,ITAPARICA,SOLIDARIEDADE,SUPLENTE,5,0.0,0.0,0.0
19457,VICENTE SANTIAGO GOMES,BAHIA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,7,0.0,0.0,0.0
19458,RAIMUNDO OLIVEIRA PEREIRA,RAIMUNDO DE BRAZ,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,79,0.0,0.0,0.0
19459,JAILMA DE OLIVEIRA MACHADO,JAILMA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,7,0.0,0.0,0.0
19460,JOSE ANTONIO DOS SANTOS RODRIGUES,ZÈ DE DOUGA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,14,0.0,0.0,0.0
19461,JULIO SANTOS SOUZA,JULIO BUGA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,19,0.0,0.0,0.0
19462,FABIANA DOS SANTOS SENA,FABIANA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,7,0.0,0.0,0.0
19463,AURELINA PEREIRA MARQUES,IRMÃ AURÉA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,16,0.0,0.0,0.0
19464,GILSON RABELO NUNES,GILSON DA PADARIA,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,12,0.0,0.0,0.0
19465,ISIS KEIKO KATAOKA LIMA,ISIS,GOVERNADOR MANGABEIRA,PSOL,NÃO ELEITO,44,0.0,0.0,0.0
17535,MARIA APARECIDA CESAR SACRAMENTO,CIDA SACRAMENTO,ITAPARICA,SOLIDARIEDADE,SUPLENTE,81,0.0,0.0,0.0
17534,DERMEVAL PEREIRA DE OLIVEIRA FILHO,DERMEVAL,ITAPARICA,SOLIDARIEDADE,SUPLENTE,1,0.0,0.0,0.0
17531,HÉLIO MAURICIO DA CONCEIÇÃO,HÉLIO,ITAPARICA,SOLIDARIEDADE,SUPLENTE,25,0.0,0.0,0.0
17530,EDENILTON SILVA,DI DE MANGUINHOS,ITAPARICA,SOLIDARIEDADE,SUPLENTE,83,0.0,0.0,0.0
17512,CELIA DE JESUS SANTOS,CELIA DA VERDURA,SERRINHA,MDB,SUPLENTE,18,0.0,0.0,0.0
19508,EGNALDO RIBEIRO DO NASCIMENTO,EGNALDO BEL FRUTY,FORMOSA DO RIO PRETO,PSD,SUPLENTE,356,0.0,400.63,0.0
17505,GILDEMAR ARAÚJO ALMEIDA,CEBOLINHA,SERRINHA,MDB,SUPLENTE,315,0.0,0.0,0.0
17464,FABIO RAMOS DE ALMEIDA,FABIO DA GÁS,SERRINHA,PP,SUPLENTE,91,0.0,0.0,0.0
19495,EDSON BATISTA BARBOSA,PROFESSOR EDSON,FORMOSA DO RIO PRETO,PSD,ELEITO POR QP,522,0.0,400.13000000000005,0.0
19496,LEIDINAIDE PEREIRA DOS SANTOS,LEIDINHA,FORMOSA DO RIO PRETO,PSD,SUPLENTE,46,0.0,1000.13,0.0
19498,BRASILINA MARIA DOS SANTOS CARVALHO,BRASILINA,FORMOSA DO RIO PRETO,PSD,SUPLENTE,391,0.0,1000.63,0.0
19499,ROBERTO CORREIA DE ANDRADE,ROBERTINHO ANDRADE,FORMOSA DO RIO PRETO,PSD,ELEITO POR QP,651,0.0,400.13,0.0
19500,ANTONIO MARTINS DOS SANTOS,TONHO DO BODE,FORMOSA DO RIO PRETO,PSD,ELEITO POR QP,730,0.0,400.13,0.0
19501,CLAUDIOMAR DE BARROS BARBOSA,IRMÃO CLAUDIO,FORMOSA DO RIO PRETO,PSD,SUPLENTE,98,0.0,400.59,0.0
17441,ROSENILTON ANDRADE DA SILVA,NEGÃO DO QUIOSQUE,PONTO NOVO,PL,SUPLENTE,34,0.0,100.0,0.0
17436,JOSUER BRASILEIRO DA SILVA,PASTOR JOSUER BRASILEIRO,PONTO NOVO,PL,SUPLENTE,174,0.0,100.0,0.0
19505,MARCOS ANTONIO DE OLIVEIRA AQUINO,MARCÃO,FORMOSA DO RIO PRETO,PSD,SUPLENTE,117,0.0,1000.13,0.0
19506,MARLENE DE SOUZA BARBOSA,MARLENE GOTEIRA,FORMOSA DO RIO PRETO,PSD,SUPLENTE,83,0.0,400.13000000000005,0.0
19507,VALERIA MORAIS DA SILVA,VALÉRIA MORAIS,FORMOSA DO RIO PRETO,PSD,SUPLENTE,25,0.0,400.13000000000005,0.0
19543,MARCELO DOS SANTOS NERY,MARCELO NERY,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,85,0.0,826.0,0.0
19545,EDVALDO DOS SANTOS NASCIMENTO,XILENGUE,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,74,0.0,826.0,0.0
17279,OSVALDO SILVA FILHO,CARIOCA,VERA CRUZ,PP,SUPLENTE,5,0.0,350.0,0.0
17319,ANDERSON ALMEIDA TELES,TUITA DO CAVACO,SIMÕES FILHO,MDB,SUPLENTE,168,0.0,3100.0,0.0
17366,HAMILTON ROCHA DOS SANTOS,HAMILTO DO LANCHE,RIACHÃO DAS NEVES,PTB,SUPLENTE,12,0.0,94.85,0.0
17365,RONDINELLY CARVALHO DA CUNHA,RONDINELLY CUNHA,RIACHÃO DAS NEVES,PTB,SUPLENTE,318,0.0,94.85,0.0
17364,GEL BORGES VITAL,GEL BORGES,RIACHÃO DAS NEVES,PTB,SUPLENTE,205,0.0,94.85,0.0
17362,ELIETE ALVES DA CAMARA,ELIETE DA ASSISTENCIA SOCIAL,RIACHÃO DAS NEVES,PTB,SUPLENTE,35,0.0,94.85,0.0
17361,ELIO OLIVEIRA DA SILVA,BISPO ELIO,RIACHÃO DAS NEVES,PTB,SUPLENTE,192,0.0,94.85,0.0
17360,JOSÉ PEREIRA DE SANTANA NETO,JOSÉ PEREIRA,UIBAÍ,PSOL,NÃO ELEITO,195,0.0,0.0,0.0
17358,MAURÍLIA CARVALHO,MAURÍLIA CARVALHO,UIBAÍ,PSOL,NÃO ELEITO,73,0.0,0.0,0.0
17333,LINDINES SANTOS SOUZA DA SILVA,LINDINES,ITAPARICA,PTB,SUPLENTE,20,0.0,0.0,0.0
17331,MARLÚCIA SANTOS DE JESUS,MARLUCIA TANQUE DO CORONEL,SIMÕES FILHO,MDB,SUPLENTE,164,0.0,0.0,0.0
17327,JOSÉ FERREIRA LIMA FILHO,PROFESSOR LIMA ,SIMÕES FILHO,MDB,SUPLENTE,28,0.0,0.0,0.0
17324,LÍGIA MARCIA GÕES SANTOS,LÍGIA GÕES UMA MULHER DE FÉ,SIMÕES FILHO,MDB,SUPLENTE,102,0.0,0.0,0.0
17323,JOSE JORGE SOUZA SOUZA,APOSTOLO JORGE SOUZA,SIMÕES FILHO,MDB,SUPLENTE,249,0.0,0.0,0.0
17320,ÁDILA FELIZ DOS SANTOS DE SANTANA,ADILA FELIZ,SIMÕES FILHO,MDB,SUPLENTE,30,0.0,0.0,0.0
17318,ALDO ANDRADE DOS SANTOS,ALDO DA BARBEARIA,SIMÕES FILHO,MDB,SUPLENTE,62,0.0,600.0,0.0
17369,AILTON LOPES DE CARVALHO,BEM,RIACHÃO DAS NEVES,PTB,SUPLENTE,76,0.0,94.85,0.0
17315,DILMARA PORTELA DO SANTOS,DILMA,SIMÕES FILHO,MDB,SUPLENTE,1,0.0,0.0,0.0
17312,ELEOMARIA SOUZA SANTOS,FLOR DO LABORE,SIMÕES FILHO,MDB,SUPLENTE,61,0.0,600.0,0.0
17311,ELIENE SANTOS DA SILVA RIOS,ELIENE RIOS,SIMÕES FILHO,MDB,SUPLENTE,28,0.0,0.0,0.0
17309,CAMILA MURIER RAMOS FERREIRA,CAMILA MURIER,SIMÕES FILHO,MDB,SUPLENTE,92,0.0,0.0,0.0
17308,REGINALDO SOUZA DE JESUS,GALEGO DO ESCOLAR,SIMÕES FILHO,MDB,SUPLENTE,16,0.0,0.0,0.0
17301,ELITANIA SALOMÃO SOUZA,TANIA DO CARRO DO SOM,AMARGOSA,REPUBLICANOS,SUPLENTE,53,0.0,0.0,0.0
17299,IVONILDES CALDAS CARVALHO,VONE DO REQUEIJÃO,AMARGOSA,REPUBLICANOS,SUPLENTE,9,0.0,0.0,0.0
17297,MEIDA DE SENA GOMES,MEIDA,AMARGOSA,REPUBLICANOS,SUPLENTE,9,0.0,0.0,0.0
17294,RAIMUNDO MORAES GALVÃO,PASTOR RAIMUNDO,AMARGOSA,REPUBLICANOS,SUPLENTE,158,0.0,0.0,0.0
17288,JOÃO RIBEIRO DOS REIS,JOÃO DA PADARIA,AMARGOSA,REPUBLICANOS,SUPLENTE,39,0.0,0.0,0.0
17285,APOLLO JUSTINO LEITE,APOLLI,VERA CRUZ,PP,SUPLENTE,262,0.0,0.0,0.0
17281,VALNICE SACRAMENTO XAVIER LOPES,SAVAL,VERA CRUZ,PP,SUPLENTE,15,0.0,350.0,0.0
17280,JOSE LUIZ SALDANHA,SALDANHA SAL NELES,VERA CRUZ,PP,SUPLENTE,3,0.0,350.0,0.0
17367,EMILIA DIAS DE SOUZA SILVA,EMILINHA ,RIACHÃO DAS NEVES,PTB,SUPLENTE,28,0.0,94.85,0.0
17370,SIRLEI RIBEIRO DOS SANTOS,SIRLEI RIBEIRO,RIACHÃO DAS NEVES,PTB,SUPLENTE,89,0.0,0.0,0.0
19546,JACKSON PEREIRA MACHADO,JACKSON DO BESSA,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,27,0.0,1574.9,0.0
17383,EDMUNDO DOS ANJOS SANTANA,EDMUNDO,TEOLÂNDIA,PP,SUPLENTE,216,0.0,0.0,0.0
19549,RODRIGO MAURICIO ALVES RAMOS,CAPENGA,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,26,0.0,1026.0,0.0
17406,KARYNE CARNEIRO SILVA MAIA,KARYNE DO MARLOS,FILADÉLFIA,DEM,SUPLENTE,8,0.0,800.0,0.0
17404,RITA ALVES DA SILVA XAVIER,RITA XAVIER,FILADÉLFIA,DEM,SUPLENTE,8,0.0,800.0,0.0
19552,SINARA SILVA SANTOS,SINARA SANTOS,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,3,0.0,1175.0,0.0
17401,ELIO RODRIGUES DE SOUZA,ELIO DA PRATA,JUCURUÇU,PSDB,SUPLENTE,34,0.0,500.0,0.0
19555,ELIZIANE SANTOS DE ASSIS,INHA ASSIS,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,18,0.0,1375.0,0.0
19556,DELIVAN MARINHO DOS SANTOS,BISPO DELIVAN,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,49,0.0,450.0,0.0
17394,LAURITA LOPES DE SOUSA,LAURITA,JUCURUÇU,PSDB,SUPLENTE,45,0.0,500.0,0.0
17391,ALEXANDRO TOVI DOS SANTOS,AZULÃO,JUCURUÇU,PSDB,SUPLENTE,45,0.0,500.0,0.0
17388,ANTONIO ALVES GUIMARAES NETO,NETO DE ADELMÁRIO,TEOLÂNDIA,PP,ELEITO POR QP,423,0.0,0.0,0.0
17387,EMANUEL SOUZA FERREIRA,DÉA,TEOLÂNDIA,PP,SUPLENTE,88,0.0,0.0,0.0
17385,CARINE DOS SANTOS DE CARVALHO CERQUEIRA,CARINE,TEOLÂNDIA,PP,SUPLENTE,1,0.0,0.0,0.0
17384,ALINNE LEAL SANTOS BARRETO,ALINNE,TEOLÂNDIA,PP,SUPLENTE,3,0.0,0.0,0.0
17382,AVELINO FRANCISCO DE JESUS,AVELINO FRANCISCO,TEOLÂNDIA,PP,ELEITO POR QP,387,0.0,0.0,0.0
17372,VERA MARGARIDA RIBEIRO DA SILVA,VERINHA,RIACHÃO DAS NEVES,PTB,SUPLENTE,12,0.0,94.85,0.0
19567,MARIA CONCEIÇÃO DE SOUZA,SANDRA,SENHOR DO BONFIM,PROS,SUPLENTE,19,0.0,0.0,0.0
19568,MARLON QUEITON ARAÚJO REIS,MARLON REIS,SENHOR DO BONFIM,PROS,SUPLENTE,326,0.0,0.0,0.0
19569,DORANEY SOUZA GOMES,DORA,SENHOR DO BONFIM,PROS,SUPLENTE,130,0.0,0.0,0.0
17381,FLÁVIO BATISTA DE REZENDE NETO,DR NETO,TEOLÂNDIA,PP,SUPLENTE,174,0.0,0.0,0.0
19572,CÍCERO BARBOSA GONÇALVES,CICERO DE TOINHA,SENHOR DO BONFIM,PROS,SUPLENTE,161,0.0,0.0,0.0
17380,AGATONICE SANTOS HUNGRIA,AGATONICE,TEOLÂNDIA,PP,SUPLENTE,9,0.0,0.0,0.0
19574,MARIA DAS GRAÇAS BRANDÃO SERRA SILVA,GRAÇA BRAND,SENHOR DO BONFIM,PROS,SUPLENTE,116,0.0,0.0,0.0
17378,REGINALDO SANTOS DE JESUS,REGI DE BASILIO,TEOLÂNDIA,PP,SUPLENTE,61,0.0,0.0,0.0
17377,MARIA JOSÉ VITORINA DOS SANTOS,MARIA,TEOLÂNDIA,PP,SUPLENTE,5,0.0,0.0,0.0
17376,JOANE LAURENÇA DOS SANTOS,JOANE,TEOLÂNDIA,PP,SUPLENTE,5,0.0,0.0,0.0
17375,MARIA VANETE PEREIRA DE JESUS,MARIA VANETE,RIACHÃO DAS NEVES,PTB,SUPLENTE,24,0.0,94.85,0.0
17374,PAULO JOVANDES DE OLIVEIRA,PAULO JOVANDES,RIACHÃO DAS NEVES,PTB,SUPLENTE,102,0.0,0.0,0.0
17373,FABIO DIAS DOS SANTOS SANTANA,FABIO DIAS,RIACHÃO DAS NEVES,PTB,ELEITO POR MÉDIA,398,0.0,94.85,0.0
17873,CLAUDIO ALVES DE SOUZA,PROFESSOR CLÁUDIO,RIBEIRA DO POMBAL,PC do B,SUPLENTE,7,0.0,0.0,0.0
19166,PAULO SERGIO ALVES DA SILVA,PAULO PYT,ITAPEBI,PSD,SUPLENTE,13,0.0,140.0,0.0
15922,PEDRO CARNEIRO DE SOUZA FILHO,LEQUE DE AROEIRA,PÉ DE SERRA,DEM,SUPLENTE,380,0.0,0.0,0.0
18125,EDMÁRIO DE CARVALHO REBOUÇAS,SARGENTO REBOUÇAS,PAULO AFONSO,PDT,SUPLENTE,328,0.0,960.0,0.0
18330,EDUARDO DOS SANTOS OLIVEIRA,NEGO BINHO,RUY BARBOSA,PSD,SUPLENTE,29,0.0,1057.5,0.0
18737,GILMAR ROCHA DA SILVA,GILMAR ROCHA,VITÓRIA DA CONQUISTA,PSDB,SUPLENTE,252,0.0,1060.0,0.0
18329,RENAILTON COSTA,RENAILTON,RUY BARBOSA,PSD,SUPLENTE,103,0.0,1057.5,0.0
18739,MARIA SILVA DO AMARAL,ELZA AMARAL,VITÓRIA DA CONQUISTA,PSDB,SUPLENTE,51,0.0,1060.0,0.0
18326,JAQUELINE SILVA PALMA,JAQUELINE PALMA,CAIRU,PL,SUPLENTE,5,0.0,180.0,0.0
18741,EVANEIDE SODRE DE SOUZA,NEIDE DA VILA SERRANA,VITÓRIA DA CONQUISTA,PSDB,SUPLENTE,21,0.0,1060.0,0.0
18742,ÉRICA PEDRO DOS SANTOS,ÉRICA DO COQUETEL,VITÓRIA DA CONQUISTA,PSDB,SUPLENTE,15,0.0,0.0,0.0
18321,RAIMUNDO AURILIO DA CUNHA JUNIOR,JUNIOR ORÉA,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,112,0.0,350.0,0.0
18746,IARA SANTOS MUNIZ,IARA MUNIZ,VITÓRIA DA CONQUISTA,PSDB,SUPLENTE,14,0.0,1060.0,0.0
18316,JEANE SOUZA PINTO SANTOS,JEANE SANTOS,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,67,0.0,350.0,0.0
18309,WESLEY PORTUGAL DA CONCEIÇÃO,WESLEY PORTUGAL,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,527,0.0,1170.0,0.0
18307,JOSÉ DOS SANTOS JÚNIOR,BICUDO DA CERVEJA,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,1,0.0,0.0,0.0
18298,DEMETRIO FELIX FRANCO NETO,DEMETRIO CASTRO,IBICARAÍ,PSD,SUPLENTE,87,0.0,1082.92,0.0
18756,FERNANDA AZEVEDO ARANHA,FERNANDA AZEVEDO,IBICUÍ,PSD,SUPLENTE,4,0.0,0.0,0.0
18290,IDEMAR LOPES SOARES,DEMA FILHO DE VALENÇA,IBICARAÍ,PSD,SUPLENTE,283,0.0,0.0,0.0
18288,EVERALDO LUIZ RIBEIRO,EVERALDO DO FRANGO,IBICARAÍ,PSD,SUPLENTE,15,0.0,0.0,0.0
18286,JOSCIELLE BARBOSA DIAS,JOCIELLE BARBOSA,IBICARAÍ,PSD,SUPLENTE,7,0.0,0.0,0.0
18282,GLAUDEMIR SOUZA DE OLIVEIRA,MIR FILHO DO GUILHERME,REMANSO,PSC,NÃO ELEITO,138,0.0,3112.77,0.0
18281,SERGIO SILVA CASTRO,SÉRGIO CASTRO,REMANSO,PSC,NÃO ELEITO,10,0.0,793.94,0.0
18278,ANA PAULA LOPES EVANGELISTA,PAULA,REMANSO,PSC,NÃO ELEITO,5,0.0,793.94,0.0
18768,GENILDO BISPO DOS SANTOS,TITO,IBICARAÍ,PODE,NÃO ELEITO,7,0.0,200.0,0.0
18769,HARMENSZ VAN RIN MORAIS DE ASSIS,PROFESSOR HARMENSZ ASSIS,IBICARAÍ,PODE,NÃO ELEITO,72,0.0,200.0,0.0
18770,JOSE BISPO MISSISAS,ZE BISPO,IBICARAÍ,PODE,NÃO ELEITO,11,0.0,200.0,0.0
